id,annee,sexe,age,tranche_age,annee_naissance,categorie_socioprofessionnelle,region,niveau_etudes,origine,salaire_annuel_brut
3274,2021,Homme,19,18-24,2002,Ouvriers,Auvergne-Rhône-Alpes,Bac+5 (Master),DOM-TOM,34302
3275,2021,Femme,29,25-34,1992,Professions intermédiaires,Corse,Bac+8 et plus (Doctorat),DOM-TOM,31272
3276,2021,Femme,18,18-24,2003,"Artisans, commerçants, chefs d'entreprise",Pays de la Loire,Baccalauréat,Afrique Subsaharienne,35228
3277,2021,Femme,42,35-44,1979,Employés,Hauts-de-France,Bac+5 (Master),Afrique Subsaharienne,34503
3278,2021,Femme,57,55-65,1964,"Artisans, commerçants, chefs d'entreprise",Bretagne,Bac+5 (Master),France métropolitaine,26710
3279,2021,Homme,79,65+,1942,Retraités,DOM-TOM,Baccalauréat,France métropolitaine,31759
3280,2021,Femme,67,65+,1954,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+8 et plus (Doctorat),Amérique et Océanie,26579
3281,2021,Femme,82,65+,1939,Employés,Île-de-France,Bac+3 (Licence),Asie,26518
3282,2021,Femme,56,55-65,1965,"Artisans, commerçants, chefs d'entreprise",Hauts-de-France,Brevet des collèges,DOM-TOM,33862
3283,2021,Femme,50,45-54,1971,Professions intermédiaires,Île-de-France,"Bac+2 (DUT, BTS)",Europe,37477
3284,2021,Femme,31,25-34,1990,"Artisans, commerçants, chefs d'entreprise",Hauts-de-France,Bac+3 (Licence),Europe,29631
3285,2021,Homme,41,35-44,1980,Sans activité professionnelle,Grand Est,Bac+5 (Master),Asie,37180
3286,2021,Femme,40,35-44,1981,Employés,Bourgogne-Franche-Comté,Bac+5 (Master),DOM-TOM,34240
3287,2021,Homme,28,25-34,1993,Employés,Auvergne-Rhône-Alpes,Bac+3 (Licence),France métropolitaine,40675
3288,2021,Femme,43,35-44,1978,Agriculteurs exploitants,Pays de la Loire,"Bac+2 (DUT, BTS)",Afrique du Nord,31183
3289,2021,Homme,51,45-54,1970,Retraités,Auvergne-Rhône-Alpes,Bac+8 et plus (Doctorat),Asie,39591
3290,2021,Femme,79,65+,1942,Agriculteurs exploitants,Auvergne-Rhône-Alpes,Bac+3 (Licence),France métropolitaine,29359
3291,2021,Homme,46,45-54,1975,Agriculteurs exploitants,Pays de la Loire,Bac+3 (Licence),Europe,32809
3292,2021,Homme,40,35-44,1981,Professions intermédiaires,Occitanie,Sans diplôme,Asie,43444
3293,2021,Homme,21,18-24,2000,Professions intermédiaires,Pays de la Loire,Bac+5 (Master),DOM-TOM,43835
3294,2021,Homme,78,65+,1943,Ouvriers,Pays de la Loire,Bac+3 (Licence),Afrique du Nord,30961
3295,2021,Homme,73,65+,1948,Professions intermédiaires,Île-de-France,Baccalauréat,Afrique Subsaharienne,38029
3296,2021,Femme,39,35-44,1982,Professions intermédiaires,Grand Est,Bac+8 et plus (Doctorat),Asie,32127
3297,2021,Femme,26,25-34,1995,Ouvriers,Bourgogne-Franche-Comté,Bac+3 (Licence),Afrique du Nord,27814
3298,2021,Homme,25,25-34,1996,Cadres et professions intellectuelles supérieures,Île-de-France,Baccalauréat,Afrique du Nord,37309
3299,2021,Homme,70,65+,1951,Professions intermédiaires,Pays de la Loire,CAP ou BEP,Afrique du Nord,44662
3300,2021,Homme,49,45-54,1972,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,Sans diplôme,Europe,45348
3301,2021,Homme,66,65+,1955,Sans activité professionnelle,Hauts-de-France,Baccalauréat,France métropolitaine,34959
3302,2021,Homme,83,65+,1938,Sans activité professionnelle,Occitanie,Baccalauréat,Amérique et Océanie,34506
3303,2021,Homme,61,55-65,1960,Sans activité professionnelle,Grand Est,"Bac+2 (DUT, BTS)",Afrique Subsaharienne,35388
3304,2021,Femme,72,65+,1949,Employés,Centre-Val de Loire,Bac+8 et plus (Doctorat),Afrique Subsaharienne,28115
3305,2021,Homme,76,65+,1945,"Artisans, commerçants, chefs d'entreprise",Provence-Alpes-Côte d'Azur,Bac+5 (Master),Afrique du Nord,31168
3306,2021,Homme,30,25-34,1991,Professions intermédiaires,Normandie,Baccalauréat,Europe,42864
3307,2021,Femme,77,65+,1944,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,Bac+3 (Licence),Europe,35897
3308,2021,Homme,48,45-54,1973,"Artisans, commerçants, chefs d'entreprise",Bretagne,"Bac+2 (DUT, BTS)",France métropolitaine,31764
3309,2021,Homme,71,65+,1950,Employés,Auvergne-Rhône-Alpes,Baccalauréat,Afrique du Nord,45039
3310,2021,Femme,18,18-24,2003,"Artisans, commerçants, chefs d'entreprise",Provence-Alpes-Côte d'Azur,CAP ou BEP,DOM-TOM,25983
3311,2021,Femme,42,35-44,1979,Employés,Île-de-France,Bac+5 (Master),France métropolitaine,29726
3312,2021,Homme,83,65+,1938,Employés,Nouvelle-Aquitaine,Bac+5 (Master),Asie,35805
3313,2021,Homme,67,65+,1954,Retraités,Hauts-de-France,Brevet des collèges,France métropolitaine,37119
3314,2021,Femme,80,65+,1941,Agriculteurs exploitants,Île-de-France,Bac+5 (Master),Afrique Subsaharienne,30732
3315,2021,Femme,26,25-34,1995,Cadres et professions intellectuelles supérieures,Corse,Bac+3 (Licence),Europe,35805
3316,2021,Homme,84,65+,1937,Cadres et professions intellectuelles supérieures,Grand Est,Bac+8 et plus (Doctorat),Afrique du Nord,42242
3317,2021,Homme,22,18-24,1999,Professions intermédiaires,Bretagne,Brevet des collèges,Afrique du Nord,42981
3318,2021,Femme,71,65+,1950,Professions intermédiaires,Hauts-de-France,Sans diplôme,Amérique et Océanie,34008
3319,2021,Femme,66,65+,1955,Cadres et professions intellectuelles supérieures,Corse,"Bac+2 (DUT, BTS)",DOM-TOM,36707
3320,2021,Femme,54,45-54,1967,Professions intermédiaires,Grand Est,Bac+8 et plus (Doctorat),DOM-TOM,34370
3321,2021,Femme,27,25-34,1994,Ouvriers,Bretagne,Brevet des collèges,Afrique Subsaharienne,31141
3322,2021,Homme,83,65+,1938,Retraités,Bretagne,CAP ou BEP,Europe,40644
3323,2021,Femme,55,55-65,1966,Professions intermédiaires,Auvergne-Rhône-Alpes,Baccalauréat,Amérique et Océanie,35619
3324,2021,Homme,31,25-34,1990,Professions intermédiaires,Centre-Val de Loire,Bac+3 (Licence),Asie,42972
3325,2021,Homme,75,65+,1946,Professions intermédiaires,Centre-Val de Loire,Sans diplôme,Afrique du Nord,36775
3326,2021,Homme,52,45-54,1969,Retraités,Centre-Val de Loire,Bac+8 et plus (Doctorat),Europe,35567
3327,2021,Femme,64,55-65,1957,Professions intermédiaires,Bourgogne-Franche-Comté,Brevet des collèges,Afrique Subsaharienne,26406
3328,2021,Homme,50,45-54,1971,Sans activité professionnelle,DOM-TOM,Bac+8 et plus (Doctorat),Europe,39162
3329,2021,Homme,30,25-34,1991,Employés,Hauts-de-France,Baccalauréat,France métropolitaine,32358
3330,2021,Homme,74,65+,1947,Professions intermédiaires,Provence-Alpes-Côte d'Azur,Bac+3 (Licence),DOM-TOM,42698
3331,2021,Homme,26,25-34,1995,Professions intermédiaires,Corse,Bac+8 et plus (Doctorat),Asie,35161
3332,2021,Homme,82,65+,1939,Retraités,Nouvelle-Aquitaine,Bac+3 (Licence),Afrique Subsaharienne,32662
3333,2021,Femme,54,45-54,1967,Cadres et professions intellectuelles supérieures,DOM-TOM,Bac+5 (Master),Afrique du Nord,31300
3334,2021,Femme,60,55-65,1961,Employés,Pays de la Loire,Bac+5 (Master),Europe,33097
3335,2021,Homme,51,45-54,1970,Professions intermédiaires,Corse,Brevet des collèges,Amérique et Océanie,41734
3336,2021,Femme,19,18-24,2002,Cadres et professions intellectuelles supérieures,Pays de la Loire,Brevet des collèges,Afrique Subsaharienne,30557
3337,2021,Femme,72,65+,1949,Agriculteurs exploitants,Bretagne,"Bac+2 (DUT, BTS)",Amérique et Océanie,25549
3338,2021,Homme,83,65+,1938,Ouvriers,Bretagne,CAP ou BEP,Afrique Subsaharienne,42810
3339,2021,Homme,35,35-44,1986,Professions intermédiaires,Bourgogne-Franche-Comté,Bac+8 et plus (Doctorat),Afrique du Nord,40014
3340,2021,Homme,67,65+,1954,Cadres et professions intellectuelles supérieures,Grand Est,Baccalauréat,DOM-TOM,39553
3341,2021,Femme,19,18-24,2002,"Artisans, commerçants, chefs d'entreprise",Grand Est,Sans diplôme,Afrique du Nord,25505
3342,2021,Femme,67,65+,1954,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Bac+3 (Licence),Europe,25359
3343,2021,Femme,29,25-34,1992,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+5 (Master),DOM-TOM,31706
3344,2021,Femme,81,65+,1940,Professions intermédiaires,Île-de-France,Bac+5 (Master),France métropolitaine,31739
3345,2021,Homme,47,45-54,1974,"Artisans, commerçants, chefs d'entreprise",Corse,CAP ou BEP,Afrique du Nord,38327
3346,2021,Femme,55,55-65,1966,Sans activité professionnelle,Bourgogne-Franche-Comté,"Bac+2 (DUT, BTS)",Asie,34428
3347,2021,Femme,26,25-34,1995,Agriculteurs exploitants,Pays de la Loire,Bac+8 et plus (Doctorat),Amérique et Océanie,25524
3348,2021,Homme,33,25-34,1988,Professions intermédiaires,Grand Est,Bac+5 (Master),DOM-TOM,30566
3349,2021,Homme,28,25-34,1993,Professions intermédiaires,Provence-Alpes-Côte d'Azur,Baccalauréat,France métropolitaine,39645
3350,2021,Femme,42,35-44,1979,Agriculteurs exploitants,Corse,Bac+8 et plus (Doctorat),DOM-TOM,31651
3351,2021,Homme,31,25-34,1990,"Artisans, commerçants, chefs d'entreprise",Île-de-France,Bac+8 et plus (Doctorat),Afrique Subsaharienne,40189
3352,2021,Femme,36,35-44,1985,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,CAP ou BEP,Afrique Subsaharienne,37630
3353,2021,Femme,51,45-54,1970,Ouvriers,Bretagne,CAP ou BEP,Afrique du Nord,25465
3354,2021,Homme,31,25-34,1990,Agriculteurs exploitants,DOM-TOM,Bac+8 et plus (Doctorat),Afrique Subsaharienne,31507
3355,2021,Femme,42,35-44,1979,Agriculteurs exploitants,Île-de-France,Bac+5 (Master),Amérique et Océanie,35998
3356,2021,Homme,59,55-65,1962,Cadres et professions intellectuelles supérieures,Hauts-de-France,Sans diplôme,France métropolitaine,36397
3357,2021,Femme,38,35-44,1983,Cadres et professions intellectuelles supérieures,Normandie,Bac+5 (Master),Afrique du Nord,27468
3358,2021,Homme,44,35-44,1977,Agriculteurs exploitants,Pays de la Loire,Bac+5 (Master),Afrique Subsaharienne,37536
3359,2021,Femme,22,18-24,1999,Employés,Hauts-de-France,Baccalauréat,Amérique et Océanie,25335
3360,2021,Homme,49,45-54,1972,Professions intermédiaires,DOM-TOM,Baccalauréat,France métropolitaine,34834
3361,2021,Homme,23,18-24,1998,Cadres et professions intellectuelles supérieures,Normandie,Bac+5 (Master),France métropolitaine,40627
3362,2021,Femme,81,65+,1940,Professions intermédiaires,Auvergne-Rhône-Alpes,Baccalauréat,Asie,35801
3363,2021,Femme,31,25-34,1990,Professions intermédiaires,Occitanie,Bac+3 (Licence),Afrique Subsaharienne,34008
3364,2021,Femme,23,18-24,1998,Sans activité professionnelle,Bretagne,"Bac+2 (DUT, BTS)",Asie,29392
3365,2021,Femme,63,55-65,1958,"Artisans, commerçants, chefs d'entreprise",Île-de-France,Sans diplôme,Europe,30241
3366,2021,Homme,52,45-54,1969,Cadres et professions intellectuelles supérieures,Occitanie,CAP ou BEP,Afrique du Nord,45341
3367,2021,Homme,35,35-44,1986,Cadres et professions intellectuelles supérieures,DOM-TOM,"Bac+2 (DUT, BTS)",France métropolitaine,41029
3368,2021,Femme,47,45-54,1974,Ouvriers,Bretagne,Bac+5 (Master),Afrique du Nord,30325
3369,2021,Femme,55,55-65,1966,Sans activité professionnelle,Bourgogne-Franche-Comté,Bac+5 (Master),DOM-TOM,35251
3370,2021,Homme,58,55-65,1963,Professions intermédiaires,Bretagne,CAP ou BEP,France métropolitaine,37354
3371,2021,Femme,43,35-44,1978,Cadres et professions intellectuelles supérieures,DOM-TOM,"Bac+2 (DUT, BTS)",DOM-TOM,30093
3372,2021,Homme,40,35-44,1981,Sans activité professionnelle,Auvergne-Rhône-Alpes,Sans diplôme,France métropolitaine,31896
3373,2021,Homme,70,65+,1951,"Artisans, commerçants, chefs d'entreprise",Bretagne,Brevet des collèges,Afrique du Nord,42841
3374,2021,Homme,51,45-54,1970,"Artisans, commerçants, chefs d'entreprise",Normandie,Bac+3 (Licence),DOM-TOM,35505
3375,2021,Homme,48,45-54,1973,Sans activité professionnelle,Normandie,Bac+5 (Master),Asie,45159
3376,2021,Femme,83,65+,1938,Agriculteurs exploitants,Auvergne-Rhône-Alpes,Bac+5 (Master),Amérique et Océanie,36434
3377,2021,Homme,64,55-65,1957,Agriculteurs exploitants,Normandie,Bac+3 (Licence),DOM-TOM,44413
3378,2021,Homme,80,65+,1941,Employés,Auvergne-Rhône-Alpes,Brevet des collèges,Afrique Subsaharienne,44948
3379,2021,Homme,48,45-54,1973,Cadres et professions intellectuelles supérieures,Hauts-de-France,"Bac+2 (DUT, BTS)",Asie,44302
3380,2021,Homme,34,25-34,1987,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,Brevet des collèges,Afrique du Nord,38777
3381,2021,Femme,25,25-34,1996,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,CAP ou BEP,France métropolitaine,34216
3382,2021,Femme,57,55-65,1964,Agriculteurs exploitants,Grand Est,Baccalauréat,Amérique et Océanie,33891
3383,2021,Homme,57,55-65,1964,Ouvriers,Grand Est,Bac+8 et plus (Doctorat),Amérique et Océanie,31824
3384,2021,Homme,48,45-54,1973,Ouvriers,Pays de la Loire,Bac+3 (Licence),Afrique du Nord,31305
3385,2021,Homme,57,55-65,1964,Professions intermédiaires,Pays de la Loire,Bac+3 (Licence),Afrique Subsaharienne,37522
3386,2021,Femme,40,35-44,1981,Ouvriers,Nouvelle-Aquitaine,Sans diplôme,France métropolitaine,36132
3387,2021,Femme,84,65+,1937,Retraités,Centre-Val de Loire,Baccalauréat,Afrique du Nord,36267
3388,2021,Homme,68,65+,1953,"Artisans, commerçants, chefs d'entreprise",Corse,Baccalauréat,Afrique Subsaharienne,42314
3389,2021,Femme,72,65+,1949,Ouvriers,Auvergne-Rhône-Alpes,Sans diplôme,Amérique et Océanie,33101
3390,2021,Homme,41,35-44,1980,Professions intermédiaires,Île-de-France,Bac+3 (Licence),France métropolitaine,36147
3391,2021,Femme,43,35-44,1978,Retraités,DOM-TOM,Brevet des collèges,Europe,32991
3392,2021,Femme,77,65+,1944,Agriculteurs exploitants,Centre-Val de Loire,Bac+3 (Licence),Asie,36487
3393,2021,Femme,30,25-34,1991,Retraités,Bretagne,Sans diplôme,Asie,33884
3394,2021,Homme,27,25-34,1994,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Bac+5 (Master),DOM-TOM,43364
3395,2021,Femme,67,65+,1954,Professions intermédiaires,Occitanie,CAP ou BEP,France métropolitaine,27026
3396,2021,Femme,26,25-34,1995,Sans activité professionnelle,Pays de la Loire,Sans diplôme,Europe,32751
3397,2021,Femme,62,55-65,1959,"Artisans, commerçants, chefs d'entreprise",Pays de la Loire,Bac+8 et plus (Doctorat),Asie,31484
3398,2021,Homme,44,35-44,1977,Retraités,Centre-Val de Loire,Bac+3 (Licence),France métropolitaine,33287
3399,2021,Homme,58,55-65,1963,Sans activité professionnelle,Normandie,"Bac+2 (DUT, BTS)",DOM-TOM,41897
3400,2021,Femme,26,25-34,1995,Agriculteurs exploitants,Centre-Val de Loire,Bac+3 (Licence),Afrique Subsaharienne,30302
3401,2021,Femme,74,65+,1947,Retraités,Hauts-de-France,"Bac+2 (DUT, BTS)",Afrique du Nord,27769
3402,2021,Homme,68,65+,1953,"Artisans, commerçants, chefs d'entreprise",Occitanie,Bac+8 et plus (Doctorat),Amérique et Océanie,42988
3403,2021,Homme,29,25-34,1992,Retraités,Provence-Alpes-Côte d'Azur,Bac+3 (Licence),Amérique et Océanie,38866
3404,2021,Homme,66,65+,1955,Agriculteurs exploitants,Pays de la Loire,Baccalauréat,France métropolitaine,32582
3405,2021,Homme,68,65+,1953,Agriculteurs exploitants,Bourgogne-Franche-Comté,Sans diplôme,Asie,36360
3406,2021,Homme,42,35-44,1979,Professions intermédiaires,Pays de la Loire,Bac+8 et plus (Doctorat),DOM-TOM,44792
3407,2021,Femme,19,18-24,2002,Cadres et professions intellectuelles supérieures,Grand Est,Sans diplôme,Afrique du Nord,28546
3408,2021,Homme,18,18-24,2003,Cadres et professions intellectuelles supérieures,DOM-TOM,Bac+5 (Master),Asie,34360
3409,2021,Homme,57,55-65,1964,Ouvriers,Bourgogne-Franche-Comté,Bac+8 et plus (Doctorat),France métropolitaine,44599
3410,2021,Femme,71,65+,1950,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,Sans diplôme,France métropolitaine,31916
3411,2021,Femme,50,45-54,1971,Retraités,Provence-Alpes-Côte d'Azur,Bac+5 (Master),Asie,25223
3412,2021,Homme,27,25-34,1994,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Bac+8 et plus (Doctorat),Asie,39525
3413,2021,Homme,26,25-34,1995,Agriculteurs exploitants,Corse,Bac+3 (Licence),France métropolitaine,34236
3414,2021,Femme,41,35-44,1980,Retraités,Auvergne-Rhône-Alpes,Brevet des collèges,Asie,30704
3415,2021,Femme,80,65+,1941,Cadres et professions intellectuelles supérieures,Bourgogne-Franche-Comté,CAP ou BEP,DOM-TOM,29150
3416,2021,Homme,37,35-44,1984,Ouvriers,Bretagne,Sans diplôme,Afrique du Nord,41001
3417,2021,Homme,44,35-44,1977,Agriculteurs exploitants,Corse,Bac+8 et plus (Doctorat),Amérique et Océanie,38336
3418,2021,Homme,50,45-54,1971,Sans activité professionnelle,Bourgogne-Franche-Comté,Bac+8 et plus (Doctorat),Asie,44251
3419,2021,Femme,57,55-65,1964,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Bac+5 (Master),Afrique du Nord,31405
3420,2021,Femme,34,25-34,1987,"Artisans, commerçants, chefs d'entreprise",Provence-Alpes-Côte d'Azur,"Bac+2 (DUT, BTS)",Amérique et Océanie,31979
3421,2021,Homme,45,45-54,1976,Agriculteurs exploitants,Normandie,Bac+3 (Licence),Afrique Subsaharienne,42058
3422,2021,Homme,66,65+,1955,Cadres et professions intellectuelles supérieures,Occitanie,CAP ou BEP,France métropolitaine,45047
3423,2021,Femme,80,65+,1941,Ouvriers,DOM-TOM,"Bac+2 (DUT, BTS)",France métropolitaine,28939
3424,2021,Homme,29,25-34,1992,"Artisans, commerçants, chefs d'entreprise",Pays de la Loire,Bac+8 et plus (Doctorat),Asie,32391
3425,2021,Femme,45,45-54,1976,Ouvriers,DOM-TOM,Sans diplôme,DOM-TOM,30965
3426,2021,Femme,53,45-54,1968,Retraités,Centre-Val de Loire,Bac+8 et plus (Doctorat),Asie,31433
3427,2021,Homme,80,65+,1941,Professions intermédiaires,Provence-Alpes-Côte d'Azur,CAP ou BEP,DOM-TOM,44193
3428,2021,Homme,38,35-44,1983,Agriculteurs exploitants,Normandie,Brevet des collèges,Afrique du Nord,32058
3429,2021,Femme,61,55-65,1960,Ouvriers,Auvergne-Rhône-Alpes,CAP ou BEP,Afrique du Nord,29651
3430,2021,Homme,73,65+,1948,Agriculteurs exploitants,Bourgogne-Franche-Comté,"Bac+2 (DUT, BTS)",Afrique Subsaharienne,33608
3431,2021,Femme,56,55-65,1965,Employés,Auvergne-Rhône-Alpes,Bac+3 (Licence),Amérique et Océanie,35065
3432,2021,Homme,76,65+,1945,Sans activité professionnelle,Centre-Val de Loire,Brevet des collèges,Afrique Subsaharienne,31363
3433,2021,Femme,35,35-44,1986,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Sans diplôme,Amérique et Océanie,27879
3434,2021,Femme,69,65+,1952,Professions intermédiaires,Pays de la Loire,Bac+8 et plus (Doctorat),DOM-TOM,35425
3435,2021,Homme,61,55-65,1960,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,"Bac+2 (DUT, BTS)",DOM-TOM,33805
3436,2021,Homme,37,35-44,1984,Professions intermédiaires,Occitanie,Bac+5 (Master),France métropolitaine,36129
3437,2021,Homme,28,25-34,1993,Agriculteurs exploitants,Île-de-France,Bac+8 et plus (Doctorat),DOM-TOM,44228
3438,2021,Femme,74,65+,1947,Employés,Pays de la Loire,Bac+3 (Licence),France métropolitaine,32088
3439,2021,Femme,33,25-34,1988,Cadres et professions intellectuelles supérieures,Grand Est,Bac+5 (Master),DOM-TOM,31162
3440,2021,Homme,52,45-54,1969,Cadres et professions intellectuelles supérieures,Auvergne-Rhône-Alpes,Bac+5 (Master),Afrique du Nord,44840
3441,2021,Femme,38,35-44,1983,Retraités,Hauts-de-France,Bac+5 (Master),Asie,33141
3442,2021,Homme,48,45-54,1973,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,"Bac+2 (DUT, BTS)",Amérique et Océanie,39827
3443,2021,Femme,62,55-65,1959,Cadres et professions intellectuelles supérieures,Pays de la Loire,Bac+5 (Master),Europe,32788
3444,2021,Femme,38,35-44,1983,"Artisans, commerçants, chefs d'entreprise",Occitanie,Bac+5 (Master),Asie,27626
3445,2021,Homme,50,45-54,1971,Sans activité professionnelle,Bourgogne-Franche-Comté,Baccalauréat,Europe,36596
3446,2021,Homme,37,35-44,1984,Ouvriers,Normandie,Bac+8 et plus (Doctorat),DOM-TOM,36950
3447,2021,Homme,28,25-34,1993,Retraités,Grand Est,Bac+3 (Licence),Asie,41543
3448,2021,Homme,68,65+,1953,Cadres et professions intellectuelles supérieures,Corse,Bac+8 et plus (Doctorat),DOM-TOM,30598
3449,2021,Femme,53,45-54,1968,Cadres et professions intellectuelles supérieures,DOM-TOM,CAP ou BEP,Afrique du Nord,25864
3450,2021,Homme,80,65+,1941,Professions intermédiaires,Auvergne-Rhône-Alpes,Bac+5 (Master),Afrique du Nord,38180
3451,2021,Femme,21,18-24,2000,Sans activité professionnelle,Bourgogne-Franche-Comté,CAP ou BEP,DOM-TOM,27242
3452,2021,Femme,83,65+,1938,"Artisans, commerçants, chefs d'entreprise",Auvergne-Rhône-Alpes,CAP ou BEP,Afrique du Nord,28576
3453,2021,Femme,49,45-54,1972,Employés,Île-de-France,"Bac+2 (DUT, BTS)",Asie,28342
3454,2021,Homme,40,35-44,1981,Ouvriers,Corse,Brevet des collèges,Asie,32344
3455,2021,Femme,36,35-44,1985,Retraités,Bourgogne-Franche-Comté,Bac+5 (Master),Amérique et Océanie,28561
3456,2021,Homme,63,55-65,1958,Employés,Corse,Sans diplôme,Asie,41089
3457,2021,Femme,76,65+,1945,"Artisans, commerçants, chefs d'entreprise",Occitanie,Brevet des collèges,France métropolitaine,36650
3458,2021,Homme,64,55-65,1957,Cadres et professions intellectuelles supérieures,Hauts-de-France,Baccalauréat,France métropolitaine,34087
3459,2021,Femme,33,25-34,1988,"Artisans, commerçants, chefs d'entreprise",Provence-Alpes-Côte d'Azur,Bac+3 (Licence),France métropolitaine,35605
3460,2021,Homme,78,65+,1943,Sans activité professionnelle,Normandie,Brevet des collèges,France métropolitaine,33183
3461,2021,Homme,84,65+,1937,Ouvriers,Auvergne-Rhône-Alpes,Sans diplôme,Afrique Subsaharienne,37127
3462,2021,Homme,78,65+,1943,Cadres et professions intellectuelles supérieures,Île-de-France,CAP ou BEP,Afrique du Nord,36339
3463,2021,Femme,61,55-65,1960,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+5 (Master),Afrique du Nord,28984
3464,2021,Homme,34,25-34,1987,Professions intermédiaires,Normandie,Sans diplôme,Amérique et Océanie,38390
3465,2021,Femme,75,65+,1946,Employés,Provence-Alpes-Côte d'Azur,Bac+5 (Master),Europe,36979
3466,2021,Femme,23,18-24,1998,Employés,Île-de-France,Sans diplôme,Amérique et Océanie,32400
3467,2021,Homme,72,65+,1949,Retraités,Pays de la Loire,Brevet des collèges,Asie,40828
3468,2021,Femme,65,65+,1956,Employés,Île-de-France,Bac+5 (Master),Afrique Subsaharienne,31788
3469,2021,Femme,30,25-34,1991,Employés,Bretagne,Bac+8 et plus (Doctorat),DOM-TOM,25258
3470,2021,Homme,36,35-44,1985,Retraités,Centre-Val de Loire,Bac+5 (Master),Europe,45189
3471,2021,Femme,31,25-34,1990,Professions intermédiaires,Centre-Val de Loire,Bac+5 (Master),Afrique Subsaharienne,33250
3472,2021,Femme,36,35-44,1985,Retraités,Grand Est,Sans diplôme,France métropolitaine,37537
3473,2021,Femme,20,18-24,2001,Sans activité professionnelle,Île-de-France,Bac+3 (Licence),Asie,33093
3474,2021,Homme,18,18-24,2003,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,"Bac+2 (DUT, BTS)",Afrique du Nord,33317
3475,2021,Femme,52,45-54,1969,Agriculteurs exploitants,Bourgogne-Franche-Comté,CAP ou BEP,Afrique du Nord,34223
3476,2021,Homme,26,25-34,1995,Sans activité professionnelle,Grand Est,Bac+8 et plus (Doctorat),Europe,36403
3477,2021,Femme,36,35-44,1985,Professions intermédiaires,Bretagne,Brevet des collèges,Amérique et Océanie,32055
3478,2021,Femme,49,45-54,1972,Retraités,Provence-Alpes-Côte d'Azur,"Bac+2 (DUT, BTS)",France métropolitaine,26728
3479,2021,Femme,20,18-24,2001,Ouvriers,Corse,Bac+5 (Master),Amérique et Océanie,35077
3480,2021,Femme,21,18-24,2000,Professions intermédiaires,DOM-TOM,Bac+5 (Master),Amérique et Océanie,28123
3481,2021,Femme,51,45-54,1970,Professions intermédiaires,Occitanie,Bac+5 (Master),France métropolitaine,28694
3482,2021,Homme,48,45-54,1973,Cadres et professions intellectuelles supérieures,Grand Est,Bac+3 (Licence),Amérique et Océanie,41712
3483,2021,Homme,55,55-65,1966,Employés,Occitanie,CAP ou BEP,Amérique et Océanie,41416
3484,2021,Homme,19,18-24,2002,Ouvriers,Bretagne,"Bac+2 (DUT, BTS)",France métropolitaine,40630
3485,2021,Femme,71,65+,1950,Retraités,Hauts-de-France,Bac+8 et plus (Doctorat),Asie,25668
3486,2021,Homme,30,25-34,1991,Cadres et professions intellectuelles supérieures,Pays de la Loire,Baccalauréat,DOM-TOM,40834
3487,2021,Homme,32,25-34,1989,Ouvriers,Centre-Val de Loire,CAP ou BEP,Afrique Subsaharienne,41595
3488,2021,Homme,83,65+,1938,Cadres et professions intellectuelles supérieures,Normandie,Bac+8 et plus (Doctorat),DOM-TOM,31564
3489,2021,Homme,81,65+,1940,Retraités,Île-de-France,CAP ou BEP,Afrique du Nord,41660
3490,2021,Homme,28,25-34,1993,Agriculteurs exploitants,Centre-Val de Loire,Bac+3 (Licence),Amérique et Océanie,34626
3491,2021,Femme,45,45-54,1976,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Brevet des collèges,France métropolitaine,28059
3492,2021,Homme,34,25-34,1987,Ouvriers,Bourgogne-Franche-Comté,Bac+8 et plus (Doctorat),Europe,33459
3493,2021,Femme,71,65+,1950,Employés,Auvergne-Rhône-Alpes,Sans diplôme,Afrique du Nord,31905
3494,2021,Femme,55,55-65,1966,Retraités,Hauts-de-France,CAP ou BEP,Amérique et Océanie,34911
3495,2021,Femme,33,25-34,1988,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+5 (Master),France métropolitaine,36503
3496,2021,Femme,73,65+,1948,"Artisans, commerçants, chefs d'entreprise",Île-de-France,CAP ou BEP,Amérique et Océanie,32855
3497,2021,Homme,29,25-34,1992,Employés,Bretagne,Sans diplôme,Europe,33352
3498,2021,Homme,54,45-54,1967,Ouvriers,Bretagne,Bac+3 (Licence),Europe,40829
